"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"20070","Enrolment in upper secondary education, both sexes (number)","MCO","Monaco","2015","2015",1448,,
"20070","Enrolment in upper secondary education, both sexes (number)","MNG","Mongolia","2015","2015",123327,,
"20070","Enrolment in upper secondary education, both sexes (number)","MOZ","Mozambique","2015","2015",268415,"‡","UIS Estimation"
"20070","Enrolment in upper secondary education, both sexes (number)","NPL","Nepal","2015","2015",1341007,"‡","UIS Estimation"
"20070","Enrolment in upper secondary education, both sexes (number)","NER","Niger","2015","2015",113651,,
"20070","Enrolment in upper secondary education, both sexes (number)","NGA","Nigeria","2015","2015",4935739,,
"20070","Enrolment in upper secondary education, both sexes (number)","NIU","Niue","2015","2015",63,,
"20070","Enrolment in upper secondary education, both sexes (number)","PSE","Palestine","2015","2015",140452,,
"20070","Enrolment in upper secondary education, both sexes (number)","OMN","Oman","2015","2015",137639,,
"20070","Enrolment in upper secondary education, both sexes (number)","PAK","Pakistan","2015","2015",5495744,,
"20070","Enrolment in upper secondary education, both sexes (number)","PAN","Panama","2015","2015",122321,,
"20070","Enrolment in upper secondary education, both sexes (number)","PER","Peru","2015","2015",995721,,
"20070","Enrolment in upper secondary education, both sexes (number)","PHL","Philippines","2015","2015",1623833,,
"20070","Enrolment in upper secondary education, both sexes (number)","PRI","Puerto Rico","2015","2015",134337,,
"20070","Enrolment in upper secondary education, both sexes (number)","QAT","Qatar","2015","2015",43715,,
"20070","Enrolment in upper secondary education, both sexes (number)","ROU","Romania","2015","2015",777860,,
"20070","Enrolment in upper secondary education, both sexes (number)","RUS","Russian Federation","2015","2015",2835786,,
"20070","Enrolment in upper secondary education, both sexes (number)","RWA","Rwanda","2015","2015",231396,,
"20070","Enrolment in upper secondary education, both sexes (number)","KNA","Saint Kitts and Nevis","2015","2015",1661,,
"20070","Enrolment in upper secondary education, both sexes (number)","LCA","Saint Lucia","2015","2015",5199,,
"20070","Enrolment in upper secondary education, both sexes (number)","VCT","Saint Vincent and the Grenadines","2015","2015",3425,,
"20070","Enrolment in upper secondary education, both sexes (number)","WSM","Samoa","2015","2015",16742,,
"20070","Enrolment in upper secondary education, both sexes (number)","STP","Sao Tome and Principe","2015","2015",7446,,
"20070","Enrolment in upper secondary education, both sexes (number)","SAU","Saudi Arabia","2015","2015",1682677,,
"20070","Enrolment in upper secondary education, both sexes (number)","SEN","Senegal","2015","2015",330001,"‡","UIS Estimation"
"20070","Enrolment in upper secondary education, both sexes (number)","SYC","Seychelles","2015","2015",3104,,
"20070","Enrolment in upper secondary education, both sexes (number)","SLE","Sierra Leone","2015","2015",159855,,
"20070","Enrolment in upper secondary education, both sexes (number)","SVN","Slovenia","2015","2015",88652,,
"20070","Enrolment in upper secondary education, both sexes (number)","ZAF","South Africa","2015","2015",3247671,,
"20070","Enrolment in upper secondary education, both sexes (number)","SDN","Sudan","2015","2015",1032644,,
"20070","Enrolment in upper secondary education, both sexes (number)","SUR","Suriname","2015","2015",15369,,
"20070","Enrolment in upper secondary education, both sexes (number)","SWZ","Eswatini","2015","2015",32119,,
"20070","Enrolment in upper secondary education, both sexes (number)","TZA","United Republic of Tanzania","2015","2015",126024,,
"20070","Enrolment in upper secondary education, both sexes (number)","THA","Thailand","2015","2015",3466781,,
"20070","Enrolment in upper secondary education, both sexes (number)","TLS","Timor-Leste","2015","2015",51422,,
"20070","Enrolment in upper secondary education, both sexes (number)","TON","Tonga","2015","2015",2932,,
"20070","Enrolment in upper secondary education, both sexes (number)","TUN","Tunisia","2015","2015",519853,,
"20070","Enrolment in upper secondary education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",800,,
"20070","Enrolment in upper secondary education, both sexes (number)","UKR","Ukraine","2015","2015",655977,,
"20070","Enrolment in upper secondary education, both sexes (number)","URY","Uruguay","2015","2015",159920,,
"20070","Enrolment in upper secondary education, both sexes (number)","UZB","Uzbekistan","2015","2015",1559264,,
"20070","Enrolment in upper secondary education, both sexes (number)","VUT","Vanuatu","2015","2015",5336,,
"20070","Enrolment in upper secondary education, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",876681,,
"20070","Enrolment in upper secondary education, both sexes (number)","MAC","China, Macao Special Administrative Region","2015","2015",16011,,
"20070","Enrolment in upper secondary education, both sexes (number)","SRB","Serbia","2015","2015",263124,,
"20070","Enrolment in upper secondary education, both sexes (number)","MNE","Montenegro","2015","2015",29364,,
"20082","Enrolment in secondary education, both sexes (number)","AUS","Australia","2015","2015",2709319,,
"20082","Enrolment in secondary education, both sexes (number)","AUT","Austria","2015","2015",691071.25202,,
"20082","Enrolment in secondary education, both sexes (number)","BEL","Belgium","2015","2015",1217912,,
"20082","Enrolment in secondary education, both sexes (number)","CAN","Canada","2015","2015",2641675,,
"20082","Enrolment in secondary education, both sexes (number)","CZE","Czechia","2015","2015",770437,,
"20082","Enrolment in secondary education, both sexes (number)","DNK","Denmark","2015","2015",553263,,
"20082","Enrolment in secondary education, both sexes (number)","FIN","Finland","2015","2015",540067,,
"20082","Enrolment in secondary education, both sexes (number)","FRA","France","2015","2015",5982868,,
"20082","Enrolment in secondary education, both sexes (number)","DEU","Germany","2015","2015",7112949.29621,,
"20082","Enrolment in secondary education, both sexes (number)","GRC","Greece","2015","2015",662741,,
"20082","Enrolment in secondary education, both sexes (number)","HUN","Hungary","2015","2015",826626,,
"20082","Enrolment in secondary education, both sexes (number)","ISL","Iceland","2015","2015",36818,,
"20082","Enrolment in secondary education, both sexes (number)","IRL","Ireland","2015","2015",354670,,
"20082","Enrolment in secondary education, both sexes (number)","ITA","Italy","2015","2015",4606017,,
"20082","Enrolment in secondary education, both sexes (number)","JPN","Japan","2015","2015",7221135,,
"20082","Enrolment in secondary education, both sexes (number)","KOR","Republic of Korea","2015","2015",3396766,,
"20082","Enrolment in secondary education, both sexes (number)","LUX","Luxembourg","2015","2015",47027,,
"20082","Enrolment in secondary education, both sexes (number)","MEX","Mexico","2015","2015",13473206,,
"20082","Enrolment in secondary education, both sexes (number)","NLD","Netherlands","2015","2015",1613497,,
"20082","Enrolment in secondary education, both sexes (number)","NZL","New Zealand","2015","2015",487363.35143,,
"20082","Enrolment in secondary education, both sexes (number)","NOR","Norway","2015","2015",443491,,
"20082","Enrolment in secondary education, both sexes (number)","POL","Poland","2015","2015",2548405,,
"20082","Enrolment in secondary education, both sexes (number)","PRT","Portugal","2015","2015",778589,,
"20082","Enrolment in secondary education, both sexes (number)","SVK","Slovakia","2015","2015",454032,,
"20082","Enrolment in secondary education, both sexes (number)","ESP","Spain","2015","2015",3313127,,
"20082","Enrolment in secondary education, both sexes (number)","SWE","Sweden","2015","2015",844112,,
"20082","Enrolment in secondary education, both sexes (number)","CHE","Switzerland","2015","2015",614470,,
"20082","Enrolment in secondary education, both sexes (number)","TUR","Turkey","2015","2015",10969178,,
"20082","Enrolment in secondary education, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",6374674.79974,,
"20082","Enrolment in secondary education, both sexes (number)","USA","United States of America","2015","2015",24417186,,
"20082","Enrolment in secondary education, both sexes (number)","AFG","Afghanistan","2015","2015",2651459,,
"20082","Enrolment in secondary education, both sexes (number)","ALB","Albania","2015","2015",315079,,
"20082","Enrolment in secondary education, both sexes (number)","AND","Andorra","2015","2015",4395,,
"20082","Enrolment in secondary education, both sexes (number)","ATG","Antigua and Barbuda","2015","2015",8048,,
"20082","Enrolment in secondary education, both sexes (number)","ARG","Argentina","2015","2015",4501734,,
"20082","Enrolment in secondary education, both sexes (number)","ARM","Armenia","2015","2015",240291,,
"20082","Enrolment in secondary education, both sexes (number)","BHS","Bahamas","2015","2015",25766,,
"20082","Enrolment in secondary education, both sexes (number)","BHR","Bahrain","2015","2015",92454,,
"20082","Enrolment in secondary education, both sexes (number)","BGD","Bangladesh","2015","2015",14566771,,
"20082","Enrolment in secondary education, both sexes (number)","BRB","Barbados","2015","2015",20554,,
"20082","Enrolment in secondary education, both sexes (number)","BLR","Belarus","2015","2015",644153,,
"20082","Enrolment in secondary education, both sexes (number)","BLZ","Belize","2015","2015",37856,,
"20082","Enrolment in secondary education, both sexes (number)","BEN","Benin","2015","2015",963787,,
"20082","Enrolment in secondary education, both sexes (number)","BMU","Bermuda","2015","2015",4040,,
"20082","Enrolment in secondary education, both sexes (number)","BTN","Bhutan","2015","2015",74320,,
"20082","Enrolment in secondary education, both sexes (number)","BOL","Bolivia (Plurinational State of)","2015","2015",1233875,,
"20082","Enrolment in secondary education, both sexes (number)","BIH","Bosnia and Herzegovina","2015","2015",278071,,
"20082","Enrolment in secondary education, both sexes (number)","BRA","Brazil","2015","2015",23501784,,
"20082","Enrolment in secondary education, both sexes (number)","VGB","British Virgin Islands","2015","2015",2027,,
"20082","Enrolment in secondary education, both sexes (number)","BRN","Brunei Darussalam","2015","2015",47249,,
"20082","Enrolment in secondary education, both sexes (number)","BGR","Bulgaria","2015","2015",501398,,
"20082","Enrolment in secondary education, both sexes (number)","BFA","Burkina Faso","2015","2015",965550,,
"20082","Enrolment in secondary education, both sexes (number)","BDI","Burundi","2015","2015",664243,,
"20082","Enrolment in secondary education, both sexes (number)","CMR","Cameroon","2015","2015",2108279,,
"20082","Enrolment in secondary education, both sexes (number)","CPV","Cabo Verde","2015","2015",58657,,
"20082","Enrolment in secondary education, both sexes (number)","TCD","Chad","2015","2015",513248,,
"20082","Enrolment in secondary education, both sexes (number)","CHL","Chile","2015","2015",1546323,,
"20082","Enrolment in secondary education, both sexes (number)","CHN","China","2015","2015",86127197,,
"20082","Enrolment in secondary education, both sexes (number)","COL","Colombia","2015","2015",4793963,,
"20082","Enrolment in secondary education, both sexes (number)","COK","Cook Islands","2015","2015",1724,,
"20082","Enrolment in secondary education, both sexes (number)","CRI","Costa Rica","2015","2015",460252,,
"20082","Enrolment in secondary education, both sexes (number)","CIV","Côte d'Ivoire","2015","2015",1587348,,
"20082","Enrolment in secondary education, both sexes (number)","HRV","Croatia","2015","2015",360205,,
"20082","Enrolment in secondary education, both sexes (number)","CUB","Cuba","2015","2015",825055,,
"20082","Enrolment in secondary education, both sexes (number)","CYP","Cyprus","2015","2015",57161,,
"20082","Enrolment in secondary education, both sexes (number)","COD","Democratic Republic of the Congo","2015","2015",4618895,,
"20082","Enrolment in secondary education, both sexes (number)","DJI","Djibouti","2015","2015",59483,,
"20082","Enrolment in secondary education, both sexes (number)","DMA","Dominica","2015","2015",5561,,
"20082","Enrolment in secondary education, both sexes (number)","DOM","Dominican Republic","2015","2015",929493,,
"20082","Enrolment in secondary education, both sexes (number)","ECU","Ecuador","2015","2015",1932353,,
"20082","Enrolment in secondary education, both sexes (number)","SLV","El Salvador","2015","2015",599947,,
"20082","Enrolment in secondary education, both sexes (number)","ERI","Eritrea","2015","2015",245806,,
"20082","Enrolment in secondary education, both sexes (number)","EST","Estonia","2015","2015",77910,,
"20082","Enrolment in secondary education, both sexes (number)","ETH","Ethiopia","2015","2015",5028678,,
"20082","Enrolment in secondary education, both sexes (number)","GEO","Georgia","2015","2015",277874,,
"20082","Enrolment in secondary education, both sexes (number)","GHA","Ghana","2015","2015",2439501,,
"20082","Enrolment in secondary education, both sexes (number)","GRD","Grenada","2015","2015",9309,,
"20082","Enrolment in secondary education, both sexes (number)","GTM","Guatemala","2015","2015",1220652,,
"20082","Enrolment in secondary education, both sexes (number)","VAT","Holy See","2015","2015",,"a","Category not applicable"
"20082","Enrolment in secondary education, both sexes (number)","HND","Honduras","2015","2015",637727,,
"20082","Enrolment in secondary education, both sexes (number)","HKG","China, Hong Kong Special Administrative Region","2015","2015",393952,,
"20082","Enrolment in secondary education, both sexes (number)","IND","India","2015","2015",129542058,,
"20082","Enrolment in secondary education, both sexes (number)","IDN","Indonesia","2015","2015",23756316,,
"20082","Enrolment in secondary education, both sexes (number)","IRN","Iran (Islamic Republic of)","2015","2015",5712478,,
"20082","Enrolment in secondary education, both sexes (number)","ISR","Israel","2015","2015",784752,,
"20082","Enrolment in secondary education, both sexes (number)","JAM","Jamaica","2015","2015",215200,,
"20082","Enrolment in secondary education, both sexes (number)","KAZ","Kazakhstan","2015","2015",1679274,,
"20082","Enrolment in secondary education, both sexes (number)","KWT","Kuwait","2015","2015",302047,,
"20082","Enrolment in secondary education, both sexes (number)","KGZ","Kyrgyzstan","2015","2015",643407,,
"20082","Enrolment in secondary education, both sexes (number)","LAO","Lao People's Democratic Republic","2015","2015",640231,,
"20082","Enrolment in secondary education, both sexes (number)","LVA","Latvia","2015","2015",117761,,
"20082","Enrolment in secondary education, both sexes (number)","LBN","Lebanon","2015","2015",382427,,
"20082","Enrolment in secondary education, both sexes (number)","LSO","Lesotho","2015","2015",133434,,
"20082","Enrolment in secondary education, both sexes (number)","LBR","Liberia","2015","2015",226832,,
"20082","Enrolment in secondary education, both sexes (number)","LIE","Liechtenstein","2015","2015",3349,,
"20082","Enrolment in secondary education, both sexes (number)","LTU","Lithuania","2015","2015",263242,,
"20082","Enrolment in secondary education, both sexes (number)","MKD","North Macedonia","2015","2015",168967,,
"20082","Enrolment in secondary education, both sexes (number)","MDG","Madagascar","2015","2015",1536209,"‡","UIS Estimation"
"20082","Enrolment in secondary education, both sexes (number)","MWI","Malawi","2015","2015",961589,"‡","UIS Estimation"
"20082","Enrolment in secondary education, both sexes (number)","MYS","Malaysia","2015","2015",2801439,,
"20082","Enrolment in secondary education, both sexes (number)","MLI","Mali","2015","2015",945484,,
"20082","Enrolment in secondary education, both sexes (number)","MLT","Malta","2015","2015",29434,,
"20082","Enrolment in secondary education, both sexes (number)","MHL","Marshall Islands","2015","2015",5454,,
"20082","Enrolment in secondary education, both sexes (number)","MRT","Mauritania","2015","2015",187560,,
"20082","Enrolment in secondary education, both sexes (number)","MUS","Mauritius","2015","2015",129008,,
"20082","Enrolment in secondary education, both sexes (number)","MDA","Republic of Moldova","2015","2015",233260,,
"20082","Enrolment in secondary education, both sexes (number)","MCO","Monaco","2015","2015",3297,,
"20082","Enrolment in secondary education, both sexes (number)","MOZ","Mozambique","2015","2015",1073111,"‡","UIS Estimation"
"20082","Enrolment in secondary education, both sexes (number)","NPL","Nepal","2015","2015",3176320,"‡","UIS Estimation"
"20082","Enrolment in secondary education, both sexes (number)","NER","Niger","2015","2015",595426,,
"20082","Enrolment in secondary education, both sexes (number)","NGA","Nigeria","2015","2015",11116030,,
"20082","Enrolment in secondary education, both sexes (number)","NIU","Niue","2015","2015",182,,
"20082","Enrolment in secondary education, both sexes (number)","PSE","Palestine","2015","2015",721414,,
"20082","Enrolment in secondary education, both sexes (number)","OMN","Oman","2015","2015",286900,,
"20082","Enrolment in secondary education, both sexes (number)","PAK","Pakistan","2015","2015",12077917,,
"20082","Enrolment in secondary education, both sexes (number)","PAN","Panama","2015","2015",316899,,
"20082","Enrolment in secondary education, both sexes (number)","PER","Peru","2015","2015",2681531,,
"20082","Enrolment in secondary education, both sexes (number)","PHL","Philippines","2015","2015",7319461,,
"20082","Enrolment in secondary education, both sexes (number)","PRI","Puerto Rico","2015","2015",278964,,
"20082","Enrolment in secondary education, both sexes (number)","QAT","Qatar","2015","2015",95567,,
"20082","Enrolment in secondary education, both sexes (number)","ROU","Romania","2015","2015",1562960,,
"20082","Enrolment in secondary education, both sexes (number)","RUS","Russian Federation","2015","2015",9384610,,
"20082","Enrolment in secondary education, both sexes (number)","RWA","Rwanda","2015","2015",567838,,
"20082","Enrolment in secondary education, both sexes (number)","KNA","Saint Kitts and Nevis","2015","2015",4318,,
"20082","Enrolment in secondary education, both sexes (number)","LCA","Saint Lucia","2015","2015",13215,,
"20082","Enrolment in secondary education, both sexes (number)","VCT","Saint Vincent and the Grenadines","2015","2015",10286,,
"20082","Enrolment in secondary education, both sexes (number)","WSM","Samoa","2015","2015",25994,,
"20082","Enrolment in secondary education, both sexes (number)","STP","Sao Tome and Principe","2015","2015",22123,,
"20082","Enrolment in secondary education, both sexes (number)","SAU","Saudi Arabia","2015","2015",3319742,,
"20082","Enrolment in secondary education, both sexes (number)","SEN","Senegal","2015","2015",1136477,,
"20082","Enrolment in secondary education, both sexes (number)","SYC","Seychelles","2015","2015",7394,,
"20082","Enrolment in secondary education, both sexes (number)","SLE","Sierra Leone","2015","2015",449320,,
"20082","Enrolment in secondary education, both sexes (number)","SVN","Slovenia","2015","2015",143247,,
"20082","Enrolment in secondary education, both sexes (number)","ZAF","South Africa","2015","2015",5279196,,
"20082","Enrolment in secondary education, both sexes (number)","SDN","Sudan","2015","2015",2059715,,
"20082","Enrolment in secondary education, both sexes (number)","SUR","Suriname","2015","2015",54721,,
"20082","Enrolment in secondary education, both sexes (number)","SWZ","Eswatini","2015","2015",100494,,
"20082","Enrolment in secondary education, both sexes (number)","TZA","United Republic of Tanzania","2015","2015",1774383,,
"20082","Enrolment in secondary education, both sexes (number)","THA","Thailand","2015","2015",6757174,,
"20082","Enrolment in secondary education, both sexes (number)","TLS","Timor-Leste","2015","2015",129314,,
"20082","Enrolment in secondary education, both sexes (number)","TON","Tonga","2015","2015",15800,,
"20082","Enrolment in secondary education, both sexes (number)","TUN","Tunisia","2015","2015",1007951,,
"20082","Enrolment in secondary education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",2013,,
"20082","Enrolment in secondary education, both sexes (number)","TUV","Tuvalu","2015","2015",1289,,
"20082","Enrolment in secondary education, both sexes (number)","UKR","Ukraine","2015","2015",2370298,,
"20082","Enrolment in secondary education, both sexes (number)","URY","Uruguay","2015","2015",339740,,
"20082","Enrolment in secondary education, both sexes (number)","UZB","Uzbekistan","2015","2015",3964383,,
"20082","Enrolment in secondary education, both sexes (number)","VUT","Vanuatu","2015","2015",20568,,
"20082","Enrolment in secondary education, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",2522661,,
"20082","Enrolment in secondary education, both sexes (number)","MAC","China, Macao Special Administrative Region","2015","2015",30088,,
"20082","Enrolment in secondary education, both sexes (number)","SRB","Serbia","2015","2015",553448,,
"20082","Enrolment in secondary education, both sexes (number)","MNE","Montenegro","2015","2015",60504,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","AUS","Australia","2015","2015",478990,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","AUT","Austria","2015","2015",20011.21667,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","BEL","Belgium","2015","2015",66118,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","CZE","Czechia","2015","2015",65424,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","DNK","Denmark","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","FIN","Finland","2015","2015",23012,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","FRA","France","2015","2015",33691,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","GRC","Greece","2015","2015",55945,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","HUN","Hungary","2015","2015",75144,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ISL","Iceland","2015","2015",880,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","IRL","Ireland","2015","2015",81064,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ITA","Italy","2015","2015",1703,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","JPN","Japan","2015","2015",14379,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","KOR","Republic of Korea","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","LUX","Luxembourg","2015","2015",752,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MEX","Mexico","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","NLD","Netherlands","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","NZL","New Zealand","2015","2015",47648.4329,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","NOR","Norway","2015","2015",6839,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","POL","Poland","2015","2015",261921,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","PRT","Portugal","2015","2015",12179,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","SVK","Slovakia","2015","2015",15326,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ESP","Spain","2015","2015",27985,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","SWE","Sweden","2015","2015",22468,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","CHE","Switzerland","2015","2015",13625,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","TUR","Turkey","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","USA","United States of America","2015","2015",1131736.98863,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","DZA","Algeria","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","AND","Andorra","2015","2015",188,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","AGO","Angola","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ARG","Argentina","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ARM","Armenia","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","AZE","Azerbaijan","2015","2015",37627,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","BHR","Bahrain","2015","2015",14899,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","BGD","Bangladesh","2015","2015",324854,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","BRB","Barbados","2015","2015",3882,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","BLR","Belarus","2015","2015",16435,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","BOL","Bolivia (Plurinational State of)","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","BRA","Brazil","2015","2015",1023332,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","BRN","Brunei Darussalam","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","BGR","Bulgaria","2015","2015",1643,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","BDI","Burundi","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","CMR","Cameroon","2015","2015",32798,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","CPV","Cabo Verde","2015","2015",57,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","CHL","Chile","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","CHN","China","2015","2015",1218146,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","COL","Colombia","2015","2015",13312,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","CRI","Costa Rica","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","HRV","Croatia","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","CUB","Cuba","2015","2015",18288,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","CYP","Cyprus","2015","2015",347,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","COD","Democratic Republic of the Congo","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","DOM","Dominican Republic","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ECU","Ecuador","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","SLV","El Salvador","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ERI","Eritrea","2015","2015",2591,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","EST","Estonia","2015","2015",10248,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","FJI","Fiji","2015","2015",7768,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","GEO","Georgia","2015","2015",4352,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","GRD","Grenada","2015","2015",282,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","GTM","Guatemala","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","GIN","Guinea","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","VAT","Holy See","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","HND","Honduras","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","HKG","China, Hong Kong Special Administrative Region","2015","2015",27063,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","IND","India","2015","2015",425333,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","IDN","Indonesia","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","IRN","Iran (Islamic Republic of)","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ISR","Israel","2015","2015",14793,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","JAM","Jamaica","2015","2015",81751,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","JOR","Jordan","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","KAZ","Kazakhstan","2015","2015",196236,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","KGZ","Kyrgyzstan","2015","2015",8038,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2015","2015",13110,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","LVA","Latvia","2015","2015",4477,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","LBN","Lebanon","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","LIE","Liechtenstein","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","LTU","Lithuania","2015","2015",19903,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MKD","North Macedonia","2015","2015",223,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MYS","Malaysia","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MLI","Mali","2015","2015",5127,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MLT","Malta","2015","2015",3081,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MHL","Marshall Islands","2015","2015",1008,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MRT","Mauritania","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MDA","Republic of Moldova","2015","2015",1040,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MNG","Mongolia","2015","2015",7283,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MOZ","Mozambique","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","NPL","Nepal","2015","2015",,"a","Category not applicable"
